Order_ID,Order_Date,Year,MonthIndex,Month,Quarter,State,City,Dealer_Name,Sales_Channel,Bike_Model,Bike_Segment,Engine_CC,Color,Customer_Age,Customer_Gender,Payment_Mode,On_Road_Price,Discount,Insurance_Amount,Accessories_Amount,Finance_Amount,Exchange_Bonus,Net_Sales_Amount,Cost_Price,Gross_Profit,Delivery_Days,Customer_Rating
ORD00700,04-06-2025,2025,6,June,Q2,Karnataka,Bangalore,Honda Dealer Bangalore,Online Booking,Hornet 2.0,Sports,184,White,35,Female,Cash,142177,4816,3219,3710,135552,1809,142481,116857,25624,1,4.4
ORD00701,11-10-2025,2025,10,October,Q4,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Shine 125,Commuter,125,Red,55,Male,Credit Card,89797,5875,7437,4951,82142,1780,94530,68499,26031,3,4
ORD00702,21-04-2025,2025,4,April,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,CB350,Premium,348,Grey,52,Female,Finance,208416,179,3272,8868,204684,3553,216824,165789,51035,12,4.1
ORD00703,15-05-2025,2025,5,May,Q2,Gujarat,Surat,Honda Dealer Surat,Showroom Walk-in,Hornet 2.0,Sports,184,Black,45,Female,Cash,138061,5412,3991,1199,129893,2756,135083,107449,27634,1,3.8
ORD00704,17-06-2026,2026,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Unicorn,Premium Commuter,160,Grey,38,Male,Finance,108772,6144,3161,5282,100043,2585,108486,91037,17449,2,4.9
ORD00705,02-07-2026,2026,7,July,Q3,Karnataka,Bangalore,Honda Dealer Bangalore,Corporate Sale,CB350,Premium,348,Blue,30,Male,Credit Card,207569,3699,4193,4023,201021,2849,209237,175352,33885,3,4.8
ORD00706,13-10-2025,2025,10,October,Q4,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,CB350,Premium,348,Black,51,Male,Finance,213228,1509,4392,3155,211283,436,218830,169534,49296,12,4.5
ORD00707,24-10-2025,2025,10,October,Q4,Maharashtra,Nagpur,Honda Dealer Nagpur,Corporate Sale,Shine 125,Commuter,125,White,49,Male,Cash,87025,2792,7987,6374,82044,2189,96405,63945,32460,4,5
ORD00708,09-07-2025,2025,7,July,Q3,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,Hornet 2.0,Sports,184,White,47,Female,UPI,140367,4553,5202,3025,0,4402,139639,107530,32109,2,4.7
ORD00709,20-12-2025,2025,12,December,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Unicorn,Premium Commuter,160,Black,47,Female,Finance,111185,5117,4820,6302,0,1498,115692,90166,25526,6,4.4
ORD00710,11-04-2026,2026,4,April,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Hornet 2.0,Sports,184,Black,35,Female,Credit Card,140738,2272,6525,5934,134191,4275,146650,113938,32712,4,3.6
ORD00711,13-05-2026,2026,5,May,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Online Booking,Hornet 2.0,Sports,184,Blue,50,Male,Credit Card,139920,166,3387,8028,135500,4254,146915,107957,38958,1,4.7
ORD00712,15-05-2026,2026,5,May,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Shine 125,Commuter,125,Blue,53,Male,Credit Card,87784,6614,5504,9305,0,161,95818,65318,30500,10,4.2
ORD00713,19-04-2026,2026,4,April,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Activa 6G,Scooter,110,Red,23,Male,UPI,80430,1492,6287,5071,0,1211,89085,60441,28644,13,4.8
ORD00714,06-06-2025,2025,6,June,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Hornet 2.0,Sports,184,Blue,20,Male,UPI,142826,5536,7123,4479,0,4341,144551,106147,38404,4,4.6
ORD00715,17-09-2025,2025,9,September,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,SP 125,Commuter,125,White,23,Female,UPI,94158,4525,7063,7826,0,3056,101466,70555,30911,12,3.5
ORD00716,26-11-2026,2026,11,November,Q4,Gujarat,Surat,Honda Dealer Surat,Showroom Walk-in,Activa 6G,Scooter,110,Black,30,Female,UPI,78016,2632,5567,9317,0,4013,86255,65583,20672,7,4.5
ORD00717,06-08-2026,2026,8,August,Q3,Maharashtra,Nagpur,Honda Dealer Nagpur,Showroom Walk-in,SP 125,Commuter,125,Blue,50,Male,Cash,91564,1864,5453,4029,89312,388,98794,69036,29758,7,4.8
ORD00718,07-04-2025,2025,4,April,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Corporate Sale,SP 125,Commuter,125,Blue,44,Female,UPI,87423,3250,4025,4836,0,4120,88914,72917,15997,14,4.7
ORD00719,03-02-2025,2025,2,February,Q1,Maharashtra,Nagpur,Honda Dealer Nagpur,Corporate Sale,Unicorn,Premium Commuter,160,White,51,Male,Cash,108572,3591,4243,7026,0,3352,112898,85532,27366,12,3.9
ORD00720,25-07-2026,2026,7,July,Q3,Karnataka,Mysore,Honda Dealer Mysore,Corporate Sale,Shine 125,Commuter,125,White,29,Female,Credit Card,83708,2290,6773,5689,0,161,93719,67333,26386,2,4.2
ORD00721,09-12-2025,2025,12,December,Q4,Gujarat,Surat,Honda Dealer Surat,Online Booking,SP 125,Commuter,125,Blue,28,Male,Credit Card,87411,3763,4528,4815,0,1341,91650,71056,20594,1,5
ORD00722,04-09-2026,2026,9,September,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,CB350,Premium,348,White,46,Male,Credit Card,211615,3542,4965,2181,0,3227,211992,165539,46453,8,4.1
ORD00723,09-08-2025,2025,8,August,Q3,Uttar Pradesh,Noida,Honda Dealer Noida,Showroom Walk-in,Shine 125,Commuter,125,Blue,46,Male,Finance,83419,5670,3686,1596,77065,684,82347,70812,11535,4,4.2
ORD00724,01-02-2025,2025,2,February,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,CB350,Premium,348,Grey,44,Female,Credit Card,213364,5882,5609,8971,203309,4173,217889,170198,47691,11,4.4
ORD00725,19-04-2026,2026,4,April,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,SP 125,Commuter,125,Black,31,Female,Cash,91715,6834,4925,8807,80247,4634,93979,73032,20947,9,5
ORD00726,08-04-2026,2026,4,April,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Corporate Sale,Shine 125,Commuter,125,Blue,53,Male,Credit Card,83557,627,5766,9105,0,3662,94139,64549,29590,6,4.4
ORD00727,08-09-2026,2026,9,September,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,Shine 125,Commuter,125,Red,53,Male,Credit Card,87778,2766,3203,2947,0,4913,86249,69081,17168,15,4.9
ORD00728,15-12-2026,2026,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Shine 125,Commuter,125,Black,36,Female,Credit Card,85018,3858,7845,9146,80304,856,97295,67931,29364,4,4.7
ORD00729,12-05-2026,2026,5,May,Q2,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Shine 125,Commuter,125,White,31,Male,Finance,85865,3091,5882,5443,78864,3910,90189,66433,23756,14,4.8
ORD00730,14-12-2026,2026,12,December,Q4,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,CB350,Premium,348,Blue,22,Female,UPI,214886,3488,6124,4347,0,3486,218383,159832,58551,12,4.7
ORD00731,18-06-2026,2026,6,June,Q2,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Online Booking,SP 125,Commuter,125,Grey,32,Male,Credit Card,91367,1993,4746,5381,85833,3541,95960,72868,23092,9,3.9
ORD00732,18-10-2026,2026,10,October,Q4,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Hornet 2.0,Sports,184,Black,49,Male,Cash,138617,5507,5299,5695,132260,850,143254,107909,35345,11,4.6
ORD00733,13-08-2025,2025,8,August,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,SP 125,Commuter,125,Red,33,Male,Credit Card,87692,5870,3811,6835,0,995,91473,74674,16799,2,3.9
ORD00734,13-10-2026,2026,10,October,Q4,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,SP 125,Commuter,125,Grey,30,Male,Cash,89171,1752,7781,8838,84226,3193,100845,67803,33042,15,3.6
ORD00735,13-09-2025,2025,9,September,Q3,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,SP 125,Commuter,125,Grey,34,Female,UPI,89046,5952,5224,4114,78132,4962,87470,71486,15984,9,3.8
ORD00736,29-10-2025,2025,10,October,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Unicorn,Premium Commuter,160,Black,20,Female,Cash,113708,4810,3177,7508,107848,1050,118533,82875,35658,11,3.8
ORD00737,05-05-2026,2026,5,May,Q2,Karnataka,Bangalore,Honda Dealer Bangalore,Corporate Sale,SP 125,Commuter,125,White,24,Female,Cash,90618,2952,5320,6314,87033,633,98667,74233,24434,9,4.5
ORD00738,07-04-2025,2025,4,April,Q2,Gujarat,Surat,Honda Dealer Surat,Online Booking,SP 125,Commuter,125,Red,32,Male,Credit Card,93061,2307,4856,2294,0,3627,94277,70641,23636,9,4.6
ORD00739,20-03-2025,2025,3,March,Q1,Gujarat,Surat,Honda Dealer Surat,Corporate Sale,Shine 125,Commuter,125,Red,54,Male,UPI,87650,2461,4359,4187,0,2902,90833,69281,21552,1,5
ORD00740,01-08-2025,2025,8,August,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Shine 125,Commuter,125,Red,23,Male,Credit Card,86838,5587,6838,8096,0,4393,91792,64544,27248,10,3.6
ORD00741,21-11-2025,2025,11,November,Q4,Maharashtra,Nagpur,Honda Dealer Nagpur,Online Booking,SP 125,Commuter,125,Red,53,Male,UPI,94859,2443,7987,5672,88156,4260,101815,70745,31070,13,3.8
ORD00742,29-01-2025,2025,1,January,Q1,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,Activa 6G,Scooter,110,Red,50,Female,Credit Card,81666,4773,7087,5096,73952,2941,86135,60267,25868,8,4.8
ORD00743,30-08-2026,2026,8,August,Q3,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Shine 125,Commuter,125,Grey,49,Male,Finance,87936,4337,4149,9316,0,4828,92236,65265,26971,10,4.4
ORD00744,11-05-2025,2025,5,May,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Shine 125,Commuter,125,Blue,36,Female,Credit Card,87405,4594,6734,2223,0,1757,90011,65067,24944,15,3.6
ORD00745,31-03-2025,2025,3,March,Q1,Karnataka,Mysore,Honda Dealer Mysore,Corporate Sale,Activa 6G,Scooter,110,Black,42,Male,Finance,82068,1278,6843,2693,76142,4648,85678,63016,22662,13,4.4
ORD00746,15-09-2025,2025,9,September,Q3,Karnataka,Hubli,Honda Dealer Hubli,Online Booking,Unicorn,Premium Commuter,160,White,45,Female,UPI,111708,5528,3812,6000,101474,4706,111286,89445,21841,4,4.6
ORD00747,08-04-2026,2026,4,April,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Online Booking,Activa 6G,Scooter,110,Red,45,Female,UPI,82421,3277,3402,6290,75422,3722,85114,65322,19792,6,4.6
ORD00748,12-03-2025,2025,3,March,Q1,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,CB350,Premium,348,Blue,35,Female,Cash,213002,3534,5221,5274,0,679,219284,164463,54821,8,3.9
ORD00749,27-08-2026,2026,8,August,Q3,Karnataka,Bangalore,Honda Dealer Bangalore,Online Booking,Shine 125,Commuter,125,Blue,33,Male,Cash,85520,6222,4942,4454,78214,1084,87610,69016,18594,3,3.9
ORD00750,05-08-2026,2026,8,August,Q3,Gujarat,Surat,Honda Dealer Surat,Showroom Walk-in,CB350,Premium,348,Red,44,Female,Credit Card,208264,2779,5748,3368,205313,172,214429,168987,45442,7,4.8
ORD00751,13-03-2026,2026,3,March,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Shine 125,Commuter,125,Red,53,Male,Credit Card,87843,3613,4833,2984,0,788,91259,66629,24630,11,4.7
ORD00752,12-04-2025,2025,4,April,Q2,Gujarat,Surat,Honda Dealer Surat,Online Booking,Activa 6G,Scooter,110,Red,36,Female,Credit Card,81358,5472,3478,2175,72816,3070,78469,64429,14040,14,4.5
ORD00753,27-05-2026,2026,5,May,Q2,Maharashtra,Nagpur,Honda Dealer Nagpur,Corporate Sale,SP 125,Commuter,125,Grey,42,Male,Credit Card,92397,2692,3912,8694,0,99,102212,70948,31264,10,3.7
ORD00754,26-02-2025,2025,2,February,Q1,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Hornet 2.0,Sports,184,Blue,41,Male,UPI,144361,2518,4667,3901,0,2721,147690,112454,35236,11,4.5
ORD00755,26-01-2026,2026,1,January,Q1,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,CB350,Premium,348,White,38,Female,Finance,207181,191,8000,7769,205208,1782,220977,166573,54404,2,4.7
ORD00756,15-05-2025,2025,5,May,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,SP 125,Commuter,125,Blue,34,Female,Cash,90468,338,5364,1391,85587,4543,92342,71434,20908,8,4.5
ORD00757,20-10-2025,2025,10,October,Q4,Karnataka,Hubli,Honda Dealer Hubli,Corporate Sale,SP 125,Commuter,125,Black,20,Male,Credit Card,89221,4194,5850,3526,84541,486,93917,75455,18462,12,4.9
ORD00758,12-12-2025,2025,12,December,Q4,Karnataka,Hubli,Honda Dealer Hubli,Online Booking,Hornet 2.0,Sports,184,White,55,Male,Credit Card,139718,3060,6865,1304,134368,2290,142537,115249,27288,7,4.1
ORD00759,26-01-2026,2026,1,January,Q1,Gujarat,Surat,Honda Dealer Surat,Corporate Sale,Hornet 2.0,Sports,184,Blue,21,Female,Cash,143025,6323,7573,6175,0,3674,146776,114599,32177,13,5
ORD00760,31-03-2025,2025,3,March,Q1,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,Activa 6G,Scooter,110,Blue,28,Female,UPI,80626,6446,5211,3680,0,3511,79560,63092,16468,12,3.9
ORD00761,17-01-2025,2025,1,January,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Online Booking,SP 125,Commuter,125,Black,51,Male,Cash,89417,1961,4094,8964,84691,2765,97749,68281,29468,15,4.7
ORD00762,17-05-2025,2025,5,May,Q2,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Online Booking,SP 125,Commuter,125,Grey,39,Male,Cash,88051,457,3171,4121,0,3853,91033,72599,18434,14,4.8
ORD00763,03-06-2025,2025,6,June,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Shine 125,Commuter,125,Blue,47,Female,UPI,83529,2832,4308,1498,0,1532,84971,67805,17166,13,3.6
ORD00764,25-12-2025,2025,12,December,Q4,Gujarat,Surat,Honda Dealer Surat,Online Booking,Shine 125,Commuter,125,Blue,40,Male,Finance,87251,3313,6224,6393,0,1545,95010,70470,24540,5,3.6
ORD00765,09-01-2025,2025,1,January,Q1,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Activa 6G,Scooter,110,Black,28,Female,Credit Card,77482,3653,3974,6252,0,4785,79270,60817,18453,14,4
ORD00766,18-09-2025,2025,9,September,Q3,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,30,Male,UPI,144062,2175,3435,7782,139901,1986,151118,110947,40171,4,4.8
ORD00767,26-05-2025,2025,5,May,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Activa 6G,Scooter,110,Red,20,Female,Cash,84178,4195,5874,7959,0,1668,92148,61383,30765,4,4.5
ORD00768,21-11-2026,2026,11,November,Q4,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Unicorn,Premium Commuter,160,Grey,46,Female,Cash,114550,3287,6602,8383,0,4618,121630,90751,30879,13,4.1
ORD00769,24-06-2025,2025,6,June,Q2,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Hornet 2.0,Sports,184,Blue,28,Female,Credit Card,141209,892,7565,9798,137008,3309,154371,117595,36776,14,4.1
ORD00770,05-07-2026,2026,7,July,Q3,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,SP 125,Commuter,125,Black,26,Female,Finance,90266,6716,4487,5977,0,3279,90735,74474,16261,1,3.7
ORD00771,05-11-2025,2025,11,November,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Shine 125,Commuter,125,White,51,Male,Cash,84100,6404,5291,6980,73398,4298,85669,65158,20511,8,4.4
ORD00772,23-09-2026,2026,9,September,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Activa 6G,Scooter,110,Red,42,Male,Cash,83502,2797,4006,2299,80573,132,86878,61898,24980,14,4.4
ORD00773,30-08-2025,2025,8,August,Q3,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,CB350,Premium,348,Grey,48,Male,Finance,207615,2265,4860,1174,200783,4567,206817,161190,45627,1,4.3
ORD00774,10-04-2025,2025,4,April,Q2,Karnataka,Mysore,Honda Dealer Mysore,Corporate Sale,Activa 6G,Scooter,110,Blue,50,Female,Credit Card,78676,4499,4145,2793,70412,3765,77350,65091,12259,14,3.5
ORD00775,14-11-2026,2026,11,November,Q4,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Hornet 2.0,Sports,184,Black,52,Female,UPI,142413,859,6480,1290,141390,164,149160,113567,35593,9,4.9
ORD00776,30-11-2026,2026,11,November,Q4,Gujarat,Surat,Honda Dealer Surat,Online Booking,CB350,Premium,348,White,50,Male,Cash,213334,1635,7956,7700,207500,4199,223156,174486,48670,3,4.8
ORD00777,26-07-2025,2025,7,July,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,SP 125,Commuter,125,Red,28,Female,Credit Card,93224,4296,4394,6664,86252,2676,97310,68310,29000,9,4.6
ORD00778,22-09-2026,2026,9,September,Q3,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Shine 125,Commuter,125,Red,35,Male,UPI,87100,1978,4385,3324,85074,48,92783,69117,23666,12,4.5
ORD00779,26-03-2025,2025,3,March,Q1,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Hornet 2.0,Sports,184,Black,44,Female,UPI,139701,1689,7918,9434,0,283,155081,118836,36245,8,4.8
ORD00780,04-09-2025,2025,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Unicorn,Premium Commuter,160,Grey,44,Female,Cash,111453,4850,7081,9191,101789,4814,118061,83251,34810,4,4.4
ORD00781,24-02-2026,2026,2,February,Q1,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,SP 125,Commuter,125,Black,37,Male,Finance,90386,1392,6272,9661,88573,421,104506,76306,28200,5,4.6
ORD00782,22-07-2025,2025,7,July,Q3,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Shine 125,Commuter,125,Red,38,Male,Credit Card,86360,5584,7703,2831,78046,2730,88580,66003,22577,12,4.9
ORD00783,21-06-2026,2026,6,June,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Unicorn,Premium Commuter,160,Red,24,Male,Finance,111005,3140,3237,3566,0,154,114514,90451,24063,5,3.5
ORD00784,21-12-2025,2025,12,December,Q4,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,Activa 6G,Scooter,110,Red,36,Female,Cash,82380,880,5128,5062,0,2804,88886,66183,22703,8,4.4
ORD00785,03-09-2026,2026,9,September,Q3,Uttar Pradesh,Noida,Honda Dealer Noida,Showroom Walk-in,Hornet 2.0,Sports,184,Black,28,Male,Cash,137076,3437,7713,2076,0,1663,141765,117842,23923,11,5
ORD00786,07-12-2025,2025,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Unicorn,Premium Commuter,160,Black,37,Female,Cash,111109,1292,3241,3072,0,3094,113036,84892,28144,15,4.4
ORD00787,03-04-2025,2025,4,April,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Unicorn,Premium Commuter,160,Grey,42,Female,Credit Card,109022,4076,4209,4555,100225,4721,108989,90993,17996,6,4.6
ORD00788,17-09-2025,2025,9,September,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Corporate Sale,Unicorn,Premium Commuter,160,White,20,Male,Cash,109084,4140,4746,5290,0,3108,111872,92151,19721,11,4.2
ORD00789,09-11-2026,2026,11,November,Q4,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,CB350,Premium,348,Grey,40,Female,UPI,213875,1508,3043,8494,209424,2943,220961,171898,49063,10,5
ORD00790,05-06-2026,2026,6,June,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Online Booking,Hornet 2.0,Sports,184,White,49,Female,Cash,137381,3428,4719,6810,133920,33,145449,107160,38289,15,3.7
ORD00791,26-05-2025,2025,5,May,Q2,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Hornet 2.0,Sports,184,Blue,53,Male,Cash,138051,5422,7480,8669,132386,243,148535,110083,38452,11,3.6
ORD00792,30-01-2026,2026,1,January,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Shine 125,Commuter,125,Red,36,Female,Finance,83650,822,3626,3046,81389,1439,88061,64577,23484,14,4.2
ORD00793,18-10-2026,2026,10,October,Q4,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,CB350,Premium,348,Black,47,Male,Cash,209528,2533,6114,4347,205817,1178,216278,169599,46679,6,3.7
ORD00794,22-08-2025,2025,8,August,Q3,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,SP 125,Commuter,125,Red,54,Male,Credit Card,88078,4577,3129,9755,0,4898,91487,71019,20468,12,4.9
ORD00795,04-05-2025,2025,5,May,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,Hornet 2.0,Sports,184,Red,48,Female,UPI,144106,4556,7994,2036,135492,4058,145522,115928,29594,15,4.5
ORD00796,30-10-2026,2026,10,October,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Hornet 2.0,Sports,184,White,34,Female,UPI,144904,1425,5327,3199,139464,4015,147990,113241,34749,1,4.9
ORD00797,14-03-2025,2025,3,March,Q1,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Shine 125,Commuter,125,Red,25,Male,Credit Card,85104,6099,7879,5153,77614,1391,90646,70192,20454,12,4
ORD00798,21-07-2026,2026,7,July,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,SP 125,Commuter,125,Grey,23,Male,Credit Card,91727,6301,3320,9455,80513,4913,93288,70601,22687,5,4.2
ORD00799,06-06-2025,2025,6,June,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Unicorn,Premium Commuter,160,Red,39,Female,Credit Card,109935,5844,5756,2566,102297,1794,110619,89695,20924,13,3.7
ORD00800,24-01-2025,2025,1,January,Q1,Karnataka,Hubli,Honda Dealer Hubli,Corporate Sale,CB350,Premium,348,Red,36,Male,Finance,211397,988,5830,7201,205796,4613,218827,172251,46576,15,3.9
ORD00801,03-04-2025,2025,4,April,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Unicorn,Premium Commuter,160,Red,22,Female,Credit Card,114427,3995,3547,5699,0,2410,117268,85667,31601,7,4.2
ORD00802,26-05-2026,2026,5,May,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Shine 125,Commuter,125,White,33,Male,Credit Card,84010,6581,4560,7566,0,581,88974,67180,21794,4,4.5
ORD00803,17-07-2025,2025,7,July,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Activa 6G,Scooter,110,White,31,Female,UPI,83639,1263,4696,2680,0,4971,84781,65203,19578,12,3.7
ORD00804,19-03-2026,2026,3,March,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Online Booking,Unicorn,Premium Commuter,160,Blue,47,Male,Finance,109266,5120,7834,8267,0,987,119260,85647,33613,11,4.3
ORD00805,08-11-2025,2025,11,November,Q4,Gujarat,Surat,Honda Dealer Surat,Showroom Walk-in,Shine 125,Commuter,125,Blue,32,Male,Finance,82770,6140,6541,9010,0,2090,90091,71143,18948,4,4
ORD00806,20-03-2026,2026,3,March,Q1,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,Activa 6G,Scooter,110,Blue,25,Female,Cash,83250,6957,4192,3749,75247,1046,83188,61739,21449,10,3.5
ORD00807,10-07-2025,2025,7,July,Q3,Gujarat,Surat,Honda Dealer Surat,Corporate Sale,Unicorn,Premium Commuter,160,White,38,Male,Credit Card,107391,5012,5740,2903,0,1452,109570,86538,23032,12,3.8
ORD00808,07-10-2026,2026,10,October,Q4,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Unicorn,Premium Commuter,160,White,27,Female,Finance,107511,4319,4157,3864,99590,3602,107611,89199,18412,4,4.1
ORD00809,22-05-2025,2025,5,May,Q2,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Online Booking,CB350,Premium,348,White,46,Female,Finance,207522,3381,5103,4106,203546,595,212755,176492,36263,1,4.2
ORD00810,03-12-2026,2026,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,SP 125,Commuter,125,White,40,Female,UPI,88146,2338,4261,1161,81674,4134,87096,68609,18487,5,3.8
ORD00811,22-03-2026,2026,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Unicorn,Premium Commuter,160,Black,43,Male,UPI,110687,3550,4069,4763,0,1102,114867,85657,29210,7,4.4
ORD00812,25-10-2026,2026,10,October,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,SP 125,Commuter,125,Blue,50,Female,Credit Card,91969,3567,6680,6897,0,560,101419,76115,25304,2,4.8
ORD00813,09-06-2026,2026,6,June,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Shine 125,Commuter,125,Black,46,Female,Credit Card,86615,5212,5336,4419,78004,3399,87759,70720,17039,3,4.8
ORD00814,29-04-2026,2026,4,April,Q2,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,Shine 125,Commuter,125,Grey,28,Female,UPI,84463,3459,6752,8376,0,334,95798,68099,27699,6,3.6
ORD00815,18-06-2025,2025,6,June,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,53,Male,UPI,142525,235,7210,8649,137564,4726,153423,105550,47873,12,4.7
ORD00816,11-11-2026,2026,11,November,Q4,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,CB350,Premium,348,Red,30,Female,Cash,214930,597,6958,6686,0,2679,225298,174402,50896,2,4.2
ORD00817,24-08-2025,2025,8,August,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,Hornet 2.0,Sports,184,Black,28,Female,Credit Card,138367,4164,6305,8059,131048,3155,145412,109265,36147,12,4.5
ORD00818,14-11-2025,2025,11,November,Q4,Gujarat,Surat,Honda Dealer Surat,Online Booking,SP 125,Commuter,125,Blue,27,Female,Finance,87165,6081,6208,9280,77981,3103,93469,70952,22517,14,3.9
